Query,SV,EmbeddingsSVRank,BelowThresholdSVRank,Exception,EmptyResult,DemoteSV,BelowThresholdDemoteSV,FineTuningPairs
number of people aged 1 year or older in different households in different counties in different states who have been determined to be living in poverty,Count_Person_1OrMoreYears_PovertyStatusDetermined_DifferentHouseInDifferentCountyDifferentState,3,-1,,,,Count_Person_1OrMoreYears_1OrLessRatioToPovertyLine_DifferentHouseInDifferentCountySameState,"# Count_Person_1OrMoreYears_1OrLessRatioToPovertyLine_DifferentHouseInDifferentCountySameState -> Count_Person_1OrMoreYears_PovertyStatusDetermined_DifferentHouseInDifferentCountyDifferentState
number of people aged 1 year or older in different households in different counties in different states who have been determined to be living in poverty,number of people aged 1 year or more in different dwellings in different counties in different states with determined poverty status,0.9984999999999999
number of people aged 1 year or older in different households in different counties in different states who have been determined to be living in poverty,number of people aged 1 year or more in different households in different counties in different states with determined poverty status,0.9984999999999999
number of people aged 1 year or older in different households in different counties in different states who have been determined to be living in poverty,number of people aged 1 year or more in different houses in different counties in different states with determined poverty status,0.9984999999999999
number of people aged 1 year or older in different households in different counties in different states who have been determined to be living in poverty,number of people aged 1 year or more in different residences in different counties in different states with determined poverty status,0.9984999999999999"
"number of people aged 1 year or older living in different houses in the same county in the same state, categorized by poverty status",Count_Person_1OrMoreYears_PovertyStatusDetermined_DifferentHouseInDifferentCountySameState,2,-1,,,,Count_Person_1OrMoreYears_PovertyStatusDetermined_DifferentHouseInSameCounty,"# Count_Person_1OrMoreYears_PovertyStatusDetermined_DifferentHouseInSameCounty -> Count_Person_1OrMoreYears_PovertyStatusDetermined_DifferentHouseInDifferentCountySameState
number of people aged 1 year or older living in different houses in the same county in the same state, categorized by poverty status,Population Aged 1 Year or More in Different Houses in Different County Same State and Determined Poverty Status,1.0079
number of people aged 1 year or older living in different houses in the same county in the same state, categorized by poverty status,number of people aged 1 year or older in different households in the same county and state, categorized by poverty status,1.0079
number of people aged 1 year or older living in different houses in the same county in the same state, categorized by poverty status,number of people aged 1 year or older in different households in the same county and state, categorized by whether they are living in poverty,1.0079
number of people aged 1 year or older living in different houses in the same county in the same state, categorized by poverty status,number of people aged 1 year or older in different households in the same county and state, categorized by whether they are poor,1.0079"
"number of people aged 1 year or older living in different households in the same county in the same state, categorized by poverty status",Count_Person_1OrMoreYears_PovertyStatusDetermined_DifferentHouseInDifferentCountySameState,0,-1,,,,,
"number of people aged 1 year or older living in different residences in the same county in the same state, categorized by poverty status",Count_Person_1OrMoreYears_PovertyStatusDetermined_DifferentHouseInDifferentCountySameState,2,-1,,,,Count_Person_1OrMoreYears_1OrLessRatioToPovertyLine_DifferentHouseInDifferentCountyDifferentState,"# Count_Person_1OrMoreYears_1OrLessRatioToPovertyLine_DifferentHouseInDifferentCountyDifferentState -> Count_Person_1OrMoreYears_PovertyStatusDetermined_DifferentHouseInDifferentCountySameState
number of people aged 1 year or older living in different residences in the same county in the same state, categorized by poverty status,Population Aged 1 Year or More in Different Houses in Different County Same State and Determined Poverty Status,1.0033
number of people aged 1 year or older living in different residences in the same county in the same state, categorized by poverty status,number of people aged 1 year or older in different households in the same county and state, categorized by poverty status,1.0033
number of people aged 1 year or older living in different residences in the same county in the same state, categorized by poverty status,number of people aged 1 year or older in different households in the same county and state, categorized by whether they are living in poverty,1.0033
number of people aged 1 year or older living in different residences in the same county in the same state, categorized by poverty status,number of people aged 1 year or older in different households in the same county and state, categorized by whether they are poor,1.0033
number of people aged 1 year or older living in different residences in the same county in the same state, categorized by poverty status,number of people aged 1 year or older living in different households in the same county in the same state, categorized by poverty status,1.0033"
number of people aged 1 year or older living in different houses in the same county with determined poverty status,Count_Person_1OrMoreYears_PovertyStatusDetermined_DifferentHouseInSameCounty,0,-1,,,,,
number of people aged 1 year or older living in different households in the same county with determined poverty status,Count_Person_1OrMoreYears_PovertyStatusDetermined_DifferentHouseInSameCounty,1,-1,,,,Count_Person_1OrMoreYears_PovertyStatusDetermined_DifferentHouseInDifferentCountyDifferentState,"# Count_Person_1OrMoreYears_PovertyStatusDetermined_DifferentHouseInDifferentCountyDifferentState -> Count_Person_1OrMoreYears_PovertyStatusDetermined_DifferentHouseInSameCounty
number of people aged 1 year or older living in different households in the same county with determined poverty status,Population Aged 1 Year or More Residing in Different Houses in the Same County with Determined Poverty Status,0.9984
number of people aged 1 year or older living in different households in the same county with determined poverty status,number of people aged 1 year or older living in different dwellings in the same county with determined poverty status,0.9984
number of people aged 1 year or older living in different households in the same county with determined poverty status,number of people aged 1 year or older living in different houses in the same county with determined poverty status,0.9984
number of people aged 1 year or older living in different households in the same county with determined poverty status,number of people aged 1 year or older living in different residences in the same county with determined poverty status,0.9984
number of people aged 1 year or older living in different households in the same county with determined poverty status,number of people aged 1 year or older living in multiple households in the same county with determined poverty status,0.9984"
number of people aged 1 year or older living in different dwellings in the same county with determined poverty status,Count_Person_1OrMoreYears_PovertyStatusDetermined_DifferentHouseInSameCounty,0,-1,,,,,
the number of people aged 1 year or more who live in rented housing units,Count_Person_1OrMoreYears_RenterOccupied_ResidesInHousingUnit,0,-1,,,,,
the number of people who are 1 year or older and rent their homes,Count_Person_1OrMoreYears_RenterOccupied_ResidesInHousingUnit,0,-1,,,,,
the number of people who are 1 year or older and live in places that they don't own,Count_Person_1OrMoreYears_RenterOccupied_ResidesInHousingUnit,-1,-1,,,,Median_Age_Person,
number of adults in correctional facilities who were born in another country,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseAbroad,14,-1,,,,Count_Person_ResidesInAdultCorrectionalFacilities,"# Count_Person_ResidesInAdultCorrectionalFacilities -> Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseAbroad
number of adults in correctional facilities who were born in another country,number of people aged 1 year or more living in adult correctional facilities abroad,0.9267"
number of people in adult correctional facilities who are not us citizens,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseAbroad,-1,-1,,,,Count_Person_ResidesInAdultCorrectionalFacilities,
number of people in adult correctional facilities who were born outside of the united states,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseAbroad,6,-1,,,,Count_Person_Male_ForeignBorn_ResidesInAdultCorrectionalFacilities,"# Count_Person_Male_ForeignBorn_ResidesInAdultCorrectionalFacilities -> Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseAbroad
number of people in adult correctional facilities who were born outside of the united states,number of people aged 1 year or more living in adult correctional facilities abroad,0.9571
number of people in adult correctional facilities who were born outside of the united states,number of people aged 1 year or more living in adult correctional facilities overseas,0.9571"
number of people aged 1 year or older living in adult correctional facilities in a different house in a different county,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInDifferentCounty,0,-1,,,,,
number of people aged 1 year or older living in adult correctional facilities in a different household in a different county,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInDifferentCounty,1,-1,,,,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_SameHouse1YearAgo,"# Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_SameHouse1YearAgo -> Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInDifferentCounty
number of people aged 1 year or older living in adult correctional facilities in a different household in a different county,number of people aged 1 year or older living in adult correctional facilities in a different home in a different county,1.0241
number of people aged 1 year or older living in adult correctional facilities in a different household in a different county,number of people aged 1 year or older living in adult correctional facilities in a different house in a different county,1.0241
number of people aged 1 year or older living in adult correctional facilities in a different household in a different county,number of people aged 1 year or older living in adult correctional facilities in a different household in a different county,1.0241
number of people aged 1 year or older living in adult correctional facilities in a different household in a different county,number of people aged 1 year or older living in adult correctional facilities in a different residence in a different county,1.0241"
number of people aged 1 year or older living in adult correctional facilities in a different residence in a different county,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInDifferentCounty,0,-1,,,,,
"number of people aged 1 year or more in adult correctional facilities in different houses, counties, and states",Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInDifferentCountyDifferentState,0,-1,,,,,
"number of adults aged 1 year or more in correctional facilities in different houses, counties, and states",Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInDifferentCountyDifferentState,0,-1,,,,,
number of people aged 1 year or more in adult correctional facilities in different jurisdictions,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInDifferentCountyDifferentState,2,-1,,,,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInSameCounty,"# Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInSameCounty -> Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInDifferentCountyDifferentState
number of people aged 1 year or more in adult correctional facilities in different jurisdictions,Population Aged 1 Year or More in Adult Correctional Facilities in Different House, Different County and Different State,1.0598
number of people aged 1 year or more in adult correctional facilities in different jurisdictions,adult correctional population aged 1 year or more in different houses, counties, and states,1.0598
number of people aged 1 year or more in adult correctional facilities in different jurisdictions,number of adults aged 1 year or more in correctional facilities in different houses, counties, and states,1.0598
number of people aged 1 year or more in adult correctional facilities in different jurisdictions,number of people aged 1 year or more in adult correctional facilities in different houses, counties, and states,1.0598
number of people aged 1 year or more in adult correctional facilities in different jurisdictions,number of people aged 1 year or older in adult correctional facilities in different houses, counties, and states,1.0598"
the number of people who have lived in different houses in different counties in different states in adult correctional facilities for 1 year or more,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInDifferentCountySameState,0,-1,,,,,
the number of people who have lived in multiple places in multiple states in adult correctional facilities for 1 year or more,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInDifferentCountySameState,0,-1,,,,,
the number of people who have lived in multiple houses in multiple counties in multiple states in adult correctional facilities for at least 1 year,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInDifferentCountySameState,0,-1,,,,,
number of people aged 1 year or older in adult correctional facilities in different states in the same country,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInSameCounty,1,-1,,,,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_SameHouse1YearAgo,"# Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_SameHouse1YearAgo -> Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInSameCounty
number of people aged 1 year or older in adult correctional facilities in different states in the same country,Population Aged 1 Year or More in Adult Correctional Facilities in Different Houses in The Same Country,1.0791
number of people aged 1 year or older in adult correctional facilities in different states in the same country,number of adults aged 1 year or older in correctional facilities in different parts of the country,1.0791
number of people aged 1 year or older in adult correctional facilities in different states in the same country,number of people aged 1 year or more in adult correctional facilities in different states in the same country,1.0791
number of people aged 1 year or older in adult correctional facilities in different states in the same country,the number of people aged 1 year or more in adult correctional facilities in different states in the same country,1.0791"
number of people aged 1 year or older in adult correctional facilities in different parts of the same country,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInSameCounty,1,-1,,,,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_SameHouse1YearAgo,"# Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_SameHouse1YearAgo -> Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInSameCounty
number of people aged 1 year or older in adult correctional facilities in different parts of the same country,Population Aged 1 Year or More in Adult Correctional Facilities in Different Houses in The Same Country,1.0625
number of people aged 1 year or older in adult correctional facilities in different parts of the same country,number of adults aged 1 year or older in correctional facilities in different parts of the country,1.0625
number of people aged 1 year or older in adult correctional facilities in different parts of the same country,number of people aged 1 year or more in adult correctional facilities in different states in the same country,1.0625
number of people aged 1 year or older in adult correctional facilities in different parts of the same country,the number of people aged 1 year or more in adult correctional facilities in different states in the same country,1.0625"
number of people aged 1 year or older in adult correctional facilities in different regions of the same country,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInSameCounty,1,-1,,,,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_SameHouse1YearAgo,"# Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_SameHouse1YearAgo -> Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInSameCounty
number of people aged 1 year or older in adult correctional facilities in different regions of the same country,Population Aged 1 Year or More in Adult Correctional Facilities in Different Houses in The Same Country,1.0791
number of people aged 1 year or older in adult correctional facilities in different regions of the same country,number of adults aged 1 year or older in correctional facilities in different parts of the country,1.0791
number of people aged 1 year or older in adult correctional facilities in different regions of the same country,number of people aged 1 year or more in adult correctional facilities in different states in the same country,1.0791
number of people aged 1 year or older in adult correctional facilities in different regions of the same country,the number of people aged 1 year or more in adult correctional facilities in different states in the same country,1.0791"
how many people aged 1 year or more are living in adult correctional facilities in the united states?,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInTheUS,0,-1,,,,,
what is the population of adult correctional facilities in the united states for people aged 1 year or more?,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInTheUS,1,-1,,,,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_SameHouse1YearAgo,"# Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_SameHouse1YearAgo -> Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInTheUS
what is the population of adult correctional facilities in the united states for people aged 1 year or more?,Population Aged 1 Year or More Living in Adult Correctional Facilities From Different Houses in The United States,1.0385
what is the population of adult correctional facilities in the united states for people aged 1 year or more?,number of people aged 1 year or more in the united states who are living in adult correctional facilities,1.0385
what is the population of adult correctional facilities in the united states for people aged 1 year or more?,number of people aged 1 year or more living in adult correctional facilities in the united states,1.0385
what is the population of adult correctional facilities in the united states for people aged 1 year or more?,number of people living in adult correctional facilities in the united states who are 1 year of age or older,1.0385
what is the population of adult correctional facilities in the united states for people aged 1 year or more?,number of people living in adult correctional facilities in the united states who are aged 1 year or more,1.0385"
how many people aged 1 year or more are in adult correctional facilities in the united states?,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInTheUS,0,-1,,,,,
number of people aged 1 year or more in adult correctional facilities in the united states,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_SameHouse1YearAgo,0,-1,,,,,
number of adults aged 1 year or more in correctional facilities in the us,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_SameHouse1YearAgo,0,-1,,,,,
number of people aged 1 year or more in adult prisons in the us,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_SameHouse1YearAgo,1,-1,,,,Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInTheUS,"# Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_DifferentHouseInTheUS -> Count_Person_1OrMoreYears_ResidesInAdultCorrectionalFacilities_SameHouse1YearAgo
number of people aged 1 year or more in adult prisons in the us,Population Aged 1 Year or More in Adults Correctional Facilities,0.9733999999999999
number of people aged 1 year or more in adult prisons in the us,number of adults aged 1 year or older who are in prison or jail,0.9733999999999999
number of people aged 1 year or more in adult prisons in the us,number of adults aged 1 year or older who are incarcerated,0.9733999999999999
number of people aged 1 year or more in adult prisons in the us,number of adults in correctional facilities who are 1 year of age or older,0.9733999999999999
number of people aged 1 year or more in adult prisons in the us,number of people aged 1 year or older in adult correctional facilities,0.9733999999999999"
number of people aged 1 year or more living in college or university student housing abroad,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseAbroad,0,-1,,,,,
number of people aged 1 year or more living in different houses abroad in college or university student housing,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseAbroad,0,-1,,,,,
number of people aged 1 year or more living in college or university student housing in other countries,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseAbroad,8,-1,,,,Count_Person_ResidesInCollegeOrUniversityStudentHousing,"# Count_Person_ResidesInCollegeOrUniversityStudentHousing -> Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseAbroad
number of people aged 1 year or more living in college or university student housing in other countries,number of people aged 1 year or older living in college or university student housing outside of their home country,1.0127
number of people aged 1 year or more living in college or university student housing in other countries,number of students aged 1 year or older living in college or university student housing abroad,1.0127
number of people aged 1 year or more living in college or university student housing in other countries,number of students aged 1 year or older living in college or university student housing outside of their home country,1.0127"
number of people living in college or university student housing in different houses in different counties for 1 year or more,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInDifferentCounty,1,-1,,,,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInTheUS,"# Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInTheUS -> Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInDifferentCounty
number of people living in college or university student housing in different houses in different counties for 1 year or more,Population Living in College or University Student Housing in Different Houses in Different Counties For 1 Year or More,1.0285
number of people living in college or university student housing in different houses in different counties for 1 year or more,number of people living in college or university student housing in different counties for a year or more,1.0285
number of people living in college or university student housing in different houses in different counties for 1 year or more,number of people living in college or university student housing in different counties for at least one year,1.0285
number of people living in college or university student housing in different houses in different counties for 1 year or more,number of people living in college or university student housing in different counties for more than one year,1.0285
number of people living in college or university student housing in different houses in different counties for 1 year or more,number of people living in college or university student housing in different houses in different counties for one year or more,1.0285"
number of people living in college or university student housing in different counties for at least 1 year,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInDifferentCounty,2,-1,,,,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInTheUS,"# Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInTheUS -> Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInDifferentCounty
number of people living in college or university student housing in different counties for at least 1 year,Population Living in College or University Student Housing in Different Houses in Different Counties For 1 Year or More,1.0315
number of people living in college or university student housing in different counties for at least 1 year,number of people living in college or university student housing in different counties for a year or more,1.0315
number of people living in college or university student housing in different counties for at least 1 year,number of people living in college or university student housing in different counties for at least one year,1.0315
number of people living in college or university student housing in different counties for at least 1 year,number of people living in college or university student housing in different counties for more than one year,1.0315
number of people living in college or university student housing in different counties for at least 1 year,number of people living in college or university student housing in different houses in different counties for one year or more,1.0315"
number of people living in college or university student housing in different counties for more than 1 year,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInDifferentCounty,2,-1,,,,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInTheUS,"# Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInTheUS -> Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInDifferentCounty
number of people living in college or university student housing in different counties for more than 1 year,Population Living in College or University Student Housing in Different Houses in Different Counties For 1 Year or More,1.0315
number of people living in college or university student housing in different counties for more than 1 year,number of people living in college or university student housing in different counties for a year or more,1.0315
number of people living in college or university student housing in different counties for more than 1 year,number of people living in college or university student housing in different counties for at least one year,1.0315
number of people living in college or university student housing in different counties for more than 1 year,number of people living in college or university student housing in different counties for more than one year,1.0315
number of people living in college or university student housing in different counties for more than 1 year,number of people living in college or university student housing in different houses in different counties for one year or more,1.0315"
number of people aged 1 year or more living in university student housing in different houses in different counties and states,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInDifferentCountyDifferentState,0,-1,,,,,
"number of people aged 1 year or more living in university student housing in different counties and states, by house",Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInDifferentCountyDifferentState,0,-1,,,,,
"number of people aged 1 year or more living in university student housing in different houses, by state",Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInDifferentCountyDifferentState,0,-1,,,,,
student housing in different houses in different counties in the same state for 1 year or more,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInDifferentCountySameState,0,-1,,,,,
college housing in different houses in different counties in the same state for 1 year or more,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInDifferentCountySameState,0,-1,,,,,
university housing in different houses in different counties in the same state for 1 year or more,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInDifferentCountySameState,0,-1,,,,,
students who have lived in different houses in the same county for 1 year or more,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInSameCounty,0,-1,,,,,
students who have moved houses in the same county at least once in the past year,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInSameCounty,0,-1,,,,,
students who have lived in the same county for at least 1 year but have lived in different houses during that time,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInSameCounty,0,-1,,,,,
number of people living in different houses in the us in college or university student housing for 1 year or more,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInTheUS,0,-1,,,,,
number of people living in different houses in the us in college or university student housing for at least 1 year,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInTheUS,0,-1,,,,,
number of people living in different houses in the us in college or university student housing for more than 1 year,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_DifferentHouseInTheUS,0,-1,,,,,
number of people aged 1 or older living in college or university student housing in the same house as 1 year ago,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_SameHouse1YearAgo,0,-1,,,,,
number of people aged 1 or older living in college or university student housing who were also living in the same house 1 year ago,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_SameHouse1YearAgo,0,-1,,,,,
number of people aged 1 or older living in college or university student housing who have not moved house in the past year,Count_Person_1OrMoreYears_ResidesInCollegeOrUniversityStudentHousing_SameHouse1YearAgo,0,-1,,,,,
number of people aged 1 year or more living in group quarters in different houses abroad,Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseAbroad,0,-1,,,,,
number of people aged 1 year or more living in group quarters in foreign countries,Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseAbroad,0,-1,,,,,
number of people aged 1 year or more living in group quarters in other countries,Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseAbroad,1,-1,,,,Median_Age_Person_ResidesInGroupQuarters,"# Median_Age_Person_ResidesInGroupQuarters -> Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseAbroad
number of people aged 1 year or more living in group quarters in other countries,number of people aged 1 year or more living in group quarters in different houses abroad,1.0057
number of people aged 1 year or more living in group quarters in other countries,number of people aged 1 year or more living in group quarters in foreign countries,1.0057
number of people aged 1 year or more living in group quarters in other countries,number of people aged 1 year or more living in group quarters in other countries,1.0057
number of people aged 1 year or more living in group quarters in other countries,number of people aged 1 year or more living in group quarters outside the country,1.0057"
the number of people aged 1 year or more living in group quarters in different houses in different counties,Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseInDifferentCounty,0,-1,,,,,
the population of people aged 1 year or more living in group quarters in different houses in different counties,Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseInDifferentCounty,0,-1,,,,,
the number of people aged 1 year or more who are living in group quarters in different houses in different counties,Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseInDifferentCounty,0,-1,,,,,
number of people aged 1 year or more living in group quarters in a different county and state,Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseInDifferentCountyDifferentState,15,-1,,,,Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseAbroad,"# Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseAbroad -> Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseInDifferentCountyDifferentState
number of people aged 1 year or more living in group quarters in a different county and state,people aged 1 year or older living in group quarters with a different home in a different county and state,1.0129000000000001
number of people aged 1 year or more living in group quarters in a different county and state,people aged 1 year or older living in group quarters with a different residence in a different county and state,1.0129000000000001"
number of people aged 1 year or more living in group quarters with a different house in a different county and state,Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseInDifferentCountyDifferentState,2,-1,,,,Count_Person_1OrMoreYears_ResidesInGroupQuarters_SameHouse1YearAgo,"# Count_Person_1OrMoreYears_ResidesInGroupQuarters_SameHouse1YearAgo -> Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseInDifferentCountyDifferentState
number of people aged 1 year or more living in group quarters with a different house in a different county and state,Population Aged 1 Year Or More In Group Quarters With A Different House in A Different County And State,1.0333
number of people aged 1 year or more living in group quarters with a different house in a different county and state,people aged 1 year or older living in group quarters with a different home in a different county and state,1.0333
number of people aged 1 year or more living in group quarters with a different house in a different county and state,people aged 1 year or older living in group quarters with a different house in a different county and state,1.0333
number of people aged 1 year or more living in group quarters with a different house in a different county and state,people aged 1 year or older living in group quarters with a different residence in a different county and state,1.0333"
number of people aged 1 year or more living in group quarters with a different address in a different county and state,Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseInDifferentCountyDifferentState,0,-1,,,,,
number of people aged 1 year or older living in different houses in the same county in the same state in group quarters,Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseInDifferentCountySameState,11,-1,,,,Count_Person_1OrMoreYears_ResidesInGroupQuarters_SameHouse1YearAgo,"# Count_Person_1OrMoreYears_ResidesInGroupQuarters_SameHouse1YearAgo -> Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseInDifferentCountySameState
number of people aged 1 year or older living in different houses in the same county in the same state in group quarters,number of people aged 1 year or more living in different houses in the same county in the same state in group quarters,1.0419
number of people aged 1 year or older living in different houses in the same county in the same state in group quarters,number of people aged 1 year or more who live in different houses in the same county in the same state in group quarters,1.0419
number of people aged 1 year or older living in different houses in the same county in the same state in group quarters,the population of people aged 1 year or older living in group quarters in different counties in the same state with different houses,1.0419"
number of people aged 1 year or older living in multiple houses in the same county in the same state in group quarters,Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseInDifferentCountySameState,11,-1,,,,Count_Person_1OrMoreYears_ResidesInGroupQuarters_SameHouse1YearAgo,"# Count_Person_1OrMoreYears_ResidesInGroupQuarters_SameHouse1YearAgo -> Count_Person_1OrMoreYears_ResidesInGroupQuarters_DifferentHouseInDifferentCountySameState
number of people aged 1 year or older living in multiple houses in the same county in the same state in group quarters,number of people aged 1 year or more living in different houses in the same county in the same state in group quarters,1.0419
number of people aged 1 year or older living in multiple houses in the same county in the same state in group quarters,the population of people aged 1 year or older living in group quarters in different counties in the same state with different houses,1.0419"
